"CurrencyRateID";"CurrencyRateDate";"FromCurrencyCode";"ToCurrencyCode";"AverageRate";"EndOfDayRate";"ModifiedDate"
1897;23/11/2001 00:00:00;"USD";"SAR";3,751;3,743;23/11/2001 00:00:00
1898;23/11/2001 00:00:00;"USD";"VEB";671,35;671,25;23/11/2001 00:00:00
1899;24/11/2001 00:00:00;"USD";"ARS";1,0;1,0;24/11/2001 00:00:00
1900;24/11/2001 00:00:00;"USD";"AUD";1,668;1,669;24/11/2001 00:00:00
1901;24/11/2001 00:00:00;"USD";"BRL";1,743;1,749;24/11/2001 00:00:00
1902;24/11/2001 00:00:00;"USD";"CAD";1,457;1,462;24/11/2001 00:00:00
1903;24/11/2001 00:00:00;"USD";"CNY";8,28;8,281;24/11/2001 00:00:00
1904;24/11/2001 00:00:00;"USD";"DEM";2,05;2,05;24/11/2001 00:00:00
1905;24/11/2001 00:00:00;"USD";"EUR";1,048;1,049;24/11/2001 00:00:00
1906;24/11/2001 00:00:00;"USD";"FRF";6,874;6,874;24/11/2001 00:00:00
1907;24/11/2001 00:00:00;"USD";"GBP";0,633;0,634;24/11/2001 00:00:00
1908;24/11/2001 00:00:00;"USD";"JPY";105,37;105,444;24/11/2001 00:00:00
1909;24/11/2001 00:00:00;"USD";"MXN";9,29;9,297;24/11/2001 00:00:00
1910;24/11/2001 00:00:00;"USD";"SAR";3,751;3,756;24/11/2001 00:00:00
1911;24/11/2001 00:00:00;"USD";"VEB";671,3;671,32;24/11/2001 00:00:00
1912;25/11/2001 00:00:00;"USD";"ARS";1,0;1,0;25/11/2001 00:00:00
1913;25/11/2001 00:00:00;"USD";"AUD";1,668;1,668;25/11/2001 00:00:00
1914;25/11/2001 00:00:00;"USD";"BRL";1,743;1,735;25/11/2001 00:00:00
1915;25/11/2001 00:00:00;"USD";"CAD";1,458;1,449;25/11/2001 00:00:00
1916;25/11/2001 00:00:00;"USD";"CNY";8,28;8,28;25/11/2001 00:00:00
1917;25/11/2001 00:00:00;"USD";"DEM";2,048;2,047;25/11/2001 00:00:00
1918;25/11/2001 00:00:00;"USD";"EUR";1,047;1,047;25/11/2001 00:00:00
1919;25/11/2001 00:00:00;"USD";"FRF";6,868;6,867;25/11/2001 00:00:00
1920;25/11/2001 00:00:00;"USD";"GBP";0,633;0,633;25/11/2001 00:00:00
1921;25/11/2001 00:00:00;"USD";"JPY";105,459;105,38;25/11/2001 00:00:00
1922;25/11/2001 00:00:00;"USD";"MXN";9,29;9,284;25/11/2001 00:00:00
1923;25/11/2001 00:00:00;"USD";"SAR";3,751;3,748;25/11/2001 00:00:00
1924;25/11/2001 00:00:00;"USD";"VEB";671,3;671,21;25/11/2001 00:00:00
1925;26/11/2001 00:00:00;"USD";"ARS";1,0;1,001;26/11/2001 00:00:00
1926;26/11/2001 00:00:00;"USD";"AUD";1,673;1,674;26/11/2001 00:00:00
1927;26/11/2001 00:00:00;"USD";"BRL";1,743;1,746;26/11/2001 00:00:00
1928;26/11/2001 00:00:00;"USD";"CAD";1,463;1,472;26/11/2001 00:00:00
1929;26/11/2001 00:00:00;"USD";"CNY";8,281;8,281;26/11/2001 00:00:00
1930;26/11/2001 00:00:00;"USD";"DEM";2,033;2,034;26/11/2001 00:00:00
1931;26/11/2001 00:00:00;"USD";"EUR";1,039;1,04;26/11/2001 00:00:00
1932;26/11/2001 00:00:00;"USD";"FRF";6,818;6,819;26/11/2001 00:00:00
1933;26/11/2001 00:00:00;"USD";"GBP";0,631;0,632;26/11/2001 00:00:00
1934;26/11/2001 00:00:00;"USD";"JPY";106,47;106,488;26/11/2001 00:00:00
1935;26/11/2001 00:00:00;"USD";"MXN";9,339;9,344;26/11/2001 00:00:00
1936;26/11/2001 00:00:00;"USD";"SAR";3,751;3,753;26/11/2001 00:00:00
1937;26/11/2001 00:00:00;"USD";"VEB";671,75;671,8;26/11/2001 00:00:00
1938;27/11/2001 00:00:00;"USD";"ARS";1,0;0,999;27/11/2001 00:00:00
1939;27/11/2001 00:00:00;"USD";"AUD";1,678;1,677;27/11/2001 00:00:00
1940;27/11/2001 00:00:00;"USD";"BRL";1,744;1,744;27/11/2001 00:00:00
1941;27/11/2001 00:00:00;"USD";"CAD";1,464;1,456;27/11/2001 00:00:00
1942;27/11/2001 00:00:00;"USD";"CNY";8,28;8,28;27/11/2001 00:00:00
1943;27/11/2001 00:00:00;"USD";"DEM";2,04;2,039;27/11/2001 00:00:00
1944;27/11/2001 00:00:00;"USD";"EUR";1,043;1,042;27/11/2001 00:00:00
1945;27/11/2001 00:00:00;"USD";"FRF";6,841;6,84;27/11/2001 00:00:00
1946;27/11/2001 00:00:00;"USD";"GBP";0,631;0,63;27/11/2001 00:00:00
1947;27/11/2001 00:00:00;"USD";"JPY";107,032;107,023;27/11/2001 00:00:00
1948;27/11/2001 00:00:00;"USD";"MXN";9,388;9,387;27/11/2001 00:00:00
1949;27/11/2001 00:00:00;"USD";"SAR";3,751;3,748;27/11/2001 00:00:00
1950;27/11/2001 00:00:00;"USD";"VEB";671,75;671,71;27/11/2001 00:00:00
1951;28/11/2001 00:00:00;"USD";"ARS";1,0;1,0;28/11/2001 00:00:00
1952;28/11/2001 00:00:00;"USD";"AUD";1,677;1,677;28/11/2001 00:00:00
1953;28/11/2001 00:00:00;"USD";"BRL";1,756;1,762;28/11/2001 00:00:00
1954;28/11/2001 00:00:00;"USD";"CAD";1,464;1,472;28/11/2001 00:00:00
1955;28/11/2001 00:00:00;"USD";"CNY";8,28;8,281;28/11/2001 00:00:00
1956;28/11/2001 00:00:00;"USD";"DEM";2,042;2,042;28/11/2001 00:00:00
1957;28/11/2001 00:00:00;"USD";"EUR";1,044;1,044;28/11/2001 00:00:00
1958;28/11/2001 00:00:00;"USD";"FRF";6,847;6,848;28/11/2001 00:00:00
1959;28/11/2001 00:00:00;"USD";"GBP";0,63;0,63;28/11/2001 00:00:00
1960;28/11/2001 00:00:00;"USD";"JPY";105,824;105,858;28/11/2001 00:00:00
1961;28/11/2001 00:00:00;"USD";"MXN";9,419;9,425;28/11/2001 00:00:00
1962;28/11/2001 00:00:00;"USD";"SAR";3,751;3,756;28/11/2001 00:00:00
1963;28/11/2001 00:00:00;"USD";"VEB";672,74;672,84;28/11/2001 00:00:00
1964;29/11/2001 00:00:00;"USD";"ARS";1,0;1,0;29/11/2001 00:00:00
1965;29/11/2001 00:00:00;"USD";"AUD";1,676;1,676;29/11/2001 00:00:00
1966;29/11/2001 00:00:00;"USD";"BRL";1,763;1,755;29/11/2001 00:00:00
1967;29/11/2001 00:00:00;"USD";"CAD";1,473;1,471;29/11/2001 00:00:00
1968;29/11/2001 00:00:00;"USD";"CNY";8,28;8,28;29/11/2001 00:00:00
1969;29/11/2001 00:00:00;"USD";"DEM";2,049;2,048;29/11/2001 00:00:00
1970;29/11/2001 00:00:00;"USD";"EUR";1,048;1,047;29/11/2001 00:00:00
1971;29/11/2001 00:00:00;"USD";"FRF";6,873;6,872;29/11/2001 00:00:00
1972;29/11/2001 00:00:00;"USD";"GBP";0,63;0,629;29/11/2001 00:00:00
1973;29/11/2001 00:00:00;"USD";"JPY";105,838;105,767;29/11/2001 00:00:00
1974;29/11/2001 00:00:00;"USD";"MXN";9,434;9,433;29/11/2001 00:00:00
1975;29/11/2001 00:00:00;"USD";"SAR";3,751;3,742;29/11/2001 00:00:00
1976;29/11/2001 00:00:00;"USD";"VEB";673,028;673,01;29/11/2001 00:00:00
1977;30/11/2001 00:00:00;"USD";"ARS";1,0;1,0;30/11/2001 00:00:00
1978;30/11/2001 00:00:00;"USD";"AUD";1,674;1,675;30/11/2001 00:00:00
1979;30/11/2001 00:00:00;"USD";"BRL";1,786;1,788;30/11/2001 00:00:00
1980;30/11/2001 00:00:00;"USD";"CAD";1,477;1,486;30/11/2001 00:00:00
1981;30/11/2001 00:00:00;"USD";"CNY";8,28;8,28;30/11/2001 00:00:00
1982;30/11/2001 00:00:00;"USD";"DEM";2,036;2,036;30/11/2001 00:00:00
1983;30/11/2001 00:00:00;"USD";"EUR";1,041;1,042;30/11/2001 00:00:00
1984;30/11/2001 00:00:00;"USD";"FRF";6,83;6,83;30/11/2001 00:00:00
1985;30/11/2001 00:00:00;"USD";"GBP";0,63;0,63;30/11/2001 00:00:00
1986;30/11/2001 00:00:00;"USD";"JPY";104,854;104,856;30/11/2001 00:00:00
1987;30/11/2001 00:00:00;"USD";"MXN";9,518;9,521;30/11/2001 00:00:00
1988;30/11/2001 00:00:00;"USD";"SAR";3,751;3,757;30/11/2001 00:00:00
1989;30/11/2001 00:00:00;"USD";"VEB";672,75;672,77;30/11/2001 00:00:00
1990;01/12/2001 00:00:00;"USD";"ARS";1,0;0,999;01/12/2001 00:00:00
1991;01/12/2001 00:00:00;"USD";"AUD";1,676;1,676;01/12/2001 00:00:00
1992;01/12/2001 00:00:00;"USD";"BRL";1,788;1,784;01/12/2001 00:00:00
1993;01/12/2001 00:00:00;"USD";"CAD";1,474;1,469;01/12/2001 00:00:00
1994;01/12/2001 00:00:00;"USD";"CNY";8,28;8,28;01/12/2001 00:00:00
1995;01/12/2001 00:00:00;"USD";"DEM";2,035;2,035;01/12/2001 00:00:00
1996;01/12/2001 00:00:00;"USD";"EUR";1,041;1,04;01/12/2001 00:00:00
1997;01/12/2001 00:00:00;"USD";"FRF";6,826;6,826;01/12/2001 00:00:00
1998;01/12/2001 00:00:00;"USD";"GBP";0,63;0,629;01/12/2001 00:00:00
1999;01/12/2001 00:00:00;"USD";"JPY";105,04;105,03;01/12/2001 00:00:00
2000;01/12/2001 00:00:00;"USD";"MXN";9,518;9,511;01/12/2001 00:00:00
2001;01/12/2001 00:00:00;"USD";"SAR";3,751;3,746;01/12/2001 00:00:00
2002;01/12/2001 00:00:00;"USD";"VEB";672,75;672,74;01/12/2001 00:00:00
2003;02/12/2001 00:00:00;"USD";"ARS";1,0;1,0;02/12/2001 00:00:00
2004;02/12/2001 00:00:00;"USD";"AUD";1,672;1,672;02/12/2001 00:00:00
2005;02/12/2001 00:00:00;"USD";"BRL";1,788;1,789;02/12/2001 00:00:00
2006;02/12/2001 00:00:00;"USD";"CAD";1,474;1,482;02/12/2001 00:00:00
2007;02/12/2001 00:00:00;"USD";"CNY";8,28;8,281;02/12/2001 00:00:00
2008;02/12/2001 00:00:00;"USD";"DEM";2,035;2,035;02/12/2001 00:00:00
2009;02/12/2001 00:00:00;"USD";"EUR";1,04;1,041;02/12/2001 00:00:00
2010;02/12/2001 00:00:00;"USD";"FRF";6,824;6,824;02/12/2001 00:00:00
2011;02/12/2001 00:00:00;"USD";"GBP";0,63;0,631;02/12/2001 00:00:00
2012;02/12/2001 00:00:00;"USD";"JPY";104,57;104,575;02/12/2001 00:00:00
2013;02/12/2001 00:00:00;"USD";"MXN";9,518;9,525;02/12/2001 00:00:00
2014;02/12/2001 00:00:00;"USD";"SAR";3,751;3,758;02/12/2001 00:00:00
2015;02/12/2001 00:00:00;"USD";"VEB";672,75;672,83;02/12/2001 00:00:00
2016;03/12/2001 00:00:00;"USD";"ARS";1,0;1,0;03/12/2001 00:00:00
2017;03/12/2001 00:00:00;"USD";"AUD";1,694;1,692;03/12/2001 00:00:00
2018;03/12/2001 00:00:00;"USD";"BRL";1,788;1,784;03/12/2001 00:00:00
2019;03/12/2001 00:00:00;"USD";"CAD";1,486;1,481;03/12/2001 00:00:00
2020;03/12/2001 00:00:00;"USD";"CNY";8,28;8,28;03/12/2001 00:00:00
2021;03/12/2001 00:00:00;"USD";"DEM";2,054;2,053;03/12/2001 00:00:00
2022;03/12/2001 00:00:00;"USD";"EUR";1,05;1,05;03/12/2001 00:00:00
2023;03/12/2001 00:00:00;"USD";"FRF";6,888;6,888;03/12/2001 00:00:00
2024;03/12/2001 00:00:00;"USD";"GBP";0,633;0,632;03/12/2001 00:00:00
2025;03/12/2001 00:00:00;"USD";"JPY";104,496;104,404;03/12/2001 00:00:00
2026;03/12/2001 00:00:00;"USD";"MXN";9,434;9,43;03/12/2001 00:00:00
2027;03/12/2001 00:00:00;"USD";"SAR";3,751;3,75;03/12/2001 00:00:00
2028;03/12/2001 00:00:00;"USD";"VEB";672,5;672,43;03/12/2001 00:00:00
2029;04/12/2001 00:00:00;"USD";"ARS";1,0;1,0;04/12/2001 00:00:00
2030;04/12/2001 00:00:00;"USD";"AUD";1,681;1,681;04/12/2001 00:00:00
2031;04/12/2001 00:00:00;"USD";"BRL";1,763;1,769;04/12/2001 00:00:00
2032;04/12/2001 00:00:00;"USD";"CAD";1,482;1,482;04/12/2001 00:00:00
2033;04/12/2001 00:00:00;"USD";"CNY";8,28;8,281;04/12/2001 00:00:00
2034;04/12/2001 00:00:00;"USD";"DEM";2,066;2,067;04/12/2001 00:00:00
2035;04/12/2001 00:00:00;"USD";"EUR";1,056;1,057;04/12/2001 00:00:00
2036;04/12/2001 00:00:00;"USD";"FRF";6,929;6,929;04/12/2001 00:00:00
2037;04/12/2001 00:00:00;"USD";"GBP";0,633;0,634;04/12/2001 00:00:00
2038;04/12/2001 00:00:00;"USD";"JPY";104,786;104,81;04/12/2001 00:00:00
2039;04/12/2001 00:00:00;"USD";"MXN";9,4;9,41;04/12/2001 00:00:00
2040;04/12/2001 00:00:00;"USD";"SAR";3,751;3,76;04/12/2001 00:00:00
2041;04/12/2001 00:00:00;"USD";"VEB";672,75;672,81;04/12/2001 00:00:00
2042;05/12/2001 00:00:00;"USD";"ARS";0,999;0,999;05/12/2001 00:00:00
2043;05/12/2001 00:00:00;"USD";"AUD";1,681;1,68;05/12/2001 00:00:00
2044;05/12/2001 00:00:00;"USD";"BRL";1,776;1,769;05/12/2001 00:00:00
2045;05/12/2001 00:00:00;"USD";"CAD";1,475;1,473;05/12/2001 00:00:00
2046;05/12/2001 00:00:00;"USD";"CNY";8,28;8,28;05/12/2001 00:00:00
2047;05/12/2001 00:00:00;"USD";"DEM";2,079;2,079;05/12/2001 00:00:00
2048;05/12/2001 00:00:00;"USD";"EUR";1,063;1,063;05/12/2001 00:00:00
2049;05/12/2001 00:00:00;"USD";"FRF";6,973;6,973;05/12/2001 00:00:00
2050;05/12/2001 00:00:00;"USD";"GBP";0,632;0,632;05/12/2001 00:00:00
2051;05/12/2001 00:00:00;"USD";"JPY";104,871;104,802;05/12/2001 00:00:00
2052;05/12/2001 00:00:00;"USD";"MXN";9,431;9,431;05/12/2001 00:00:00
2053;05/12/2001 00:00:00;"USD";"SAR";3,751;3,742;05/12/2001 00:00:00
2054;05/12/2001 00:00:00;"USD";"VEB";672,75;672,72;05/12/2001 00:00:00
2055;06/12/2001 00:00:00;"USD";"ARS";0,999;1,0;06/12/2001 00:00:00
2056;06/12/2001 00:00:00;"USD";"AUD";1,69;1,69;06/12/2001 00:00:00
2057;06/12/2001 00:00:00;"USD";"BRL";1,784;1,788;06/12/2001 00:00:00
2058;06/12/2001 00:00:00;"USD";"CAD";1,475;1,484;06/12/2001 00:00:00
2059;06/12/2001 00:00:00;"USD";"CNY";8,28;8,28;06/12/2001 00:00:00
2060;06/12/2001 00:00:00;"USD";"DEM";2,084;2,085;06/12/2001 00:00:00
2061;06/12/2001 00:00:00;"USD";"EUR";1,066;1,066;06/12/2001 00:00:00
2062;06/12/2001 00:00:00;"USD";"FRF";6,99;6,991;06/12/2001 00:00:00
2063;06/12/2001 00:00:00;"USD";"GBP";0,633;0,634;06/12/2001 00:00:00
2064;06/12/2001 00:00:00;"USD";"JPY";105,762;105,806;06/12/2001 00:00:00
2065;06/12/2001 00:00:00;"USD";"MXN";9,397;9,397;06/12/2001 00:00:00
2066;06/12/2001 00:00:00;"USD";"SAR";3,751;3,752;06/12/2001 00:00:00
2067;06/12/2001 00:00:00;"USD";"VEB";672,75;672,83;06/12/2001 00:00:00
2068;07/12/2001 00:00:00;"USD";"ARS";0,999;0,999;07/12/2001 00:00:00
2069;07/12/2001 00:00:00;"USD";"AUD";1,688;1,688;07/12/2001 00:00:00
2070;07/12/2001 00:00:00;"USD";"BRL";1,779;1,77;07/12/2001 00:00:00
2071;07/12/2001 00:00:00;"USD";"CAD";1,474;1,471;07/12/2001 00:00:00
2072;07/12/2001 00:00:00;"USD";"CNY";8,279;8,279;07/12/2001 00:00:00
2073;07/12/2001 00:00:00;"USD";"DEM";2,085;2,084;07/12/2001 00:00:00
2074;07/12/2001 00:00:00;"USD";"EUR";1,066;1,065;07/12/2001 00:00:00
2075;07/12/2001 00:00:00;"USD";"FRF";6,992;6,991;07/12/2001 00:00:00
2076;07/12/2001 00:00:00;"USD";"GBP";0,634;0,634;07/12/2001 00:00:00
2077;07/12/2001 00:00:00;"USD";"JPY";105,871;105,799;07/12/2001 00:00:00
2078;07/12/2001 00:00:00;"USD";"MXN";9,41;9,409;07/12/2001 00:00:00
2079;07/12/2001 00:00:00;"USD";"SAR";3,751;3,751;07/12/2001 00:00:00
2080;07/12/2001 00:00:00;"USD";"VEB";672,75;672,7;07/12/2001 00:00:00
2081;08/12/2001 00:00:00;"USD";"ARS";1,0;1,0;08/12/2001 00:00:00
2082;08/12/2001 00:00:00;"USD";"AUD";1,686;1,687;08/12/2001 00:00:00
2083;08/12/2001 00:00:00;"USD";"BRL";1,783;1,793;08/12/2001 00:00:00
2084;08/12/2001 00:00:00;"USD";"CAD";1,474;1,475;08/12/2001 00:00:00
2085;08/12/2001 00:00:00;"USD";"CNY";8,279;8,28;08/12/2001 00:00:00
2086;08/12/2001 00:00:00;"USD";"DEM";2,083;2,083;08/12/2001 00:00:00
2087;08/12/2001 00:00:00;"USD";"EUR";1,065;1,066;08/12/2001 00:00:00
2088;08/12/2001 00:00:00;"USD";"FRF";6,985;6,986;08/12/2001 00:00:00
2089;08/12/2001 00:00:00;"USD";"GBP";0,633;0,634;08/12/2001 00:00:00
2090;08/12/2001 00:00:00;"USD";"JPY";105,716;105,769;08/12/2001 00:00:00
2091;08/12/2001 00:00:00;"USD";"MXN";9,427;9,432;08/12/2001 00:00:00
2092;08/12/2001 00:00:00;"USD";"SAR";3,751;3,755;08/12/2001 00:00:00
2093;08/12/2001 00:00:00;"USD";"VEB";672,926;672,95;08/12/2001 00:00:00
2094;09/12/2001 00:00:00;"USD";"ARS";1,0;0,999;09/12/2001 00:00:00
2095;09/12/2001 00:00:00;"USD";"AUD";1,685;1,684;09/12/2001 00:00:00
2096;09/12/2001 00:00:00;"USD";"BRL";1,788;1,782;09/12/2001 00:00:00
2097;09/12/2001 00:00:00;"USD";"CAD";1,475;1,475;09/12/2001 00:00:00
2098;09/12/2001 00:00:00;"USD";"CNY";8,279;8,278;09/12/2001 00:00:00
2099;09/12/2001 00:00:00;"USD";"DEM";2,08;2,079;09/12/2001 00:00:00
2100;09/12/2001 00:00:00;"USD";"EUR";1,064;1,063;09/12/2001 00:00:00
2101;09/12/2001 00:00:00;"USD";"FRF";6,977;6,977;09/12/2001 00:00:00
2102;09/12/2001 00:00:00;"USD";"GBP";0,633;0,633;09/12/2001 00:00:00
2103;09/12/2001 00:00:00;"USD";"JPY";105,462;105,408;09/12/2001 00:00:00
2104;09/12/2001 00:00:00;"USD";"MXN";9,446;9,44;09/12/2001 00:00:00
2105;09/12/2001 00:00:00;"USD";"SAR";3,751;3,745;09/12/2001 00:00:00
2106;09/12/2001 00:00:00;"USD";"VEB";673,117;673,05;09/12/2001 00:00:00
2107;10/12/2001 00:00:00;"USD";"ARS";1,0;1,001;10/12/2001 00:00:00
2108;10/12/2001 00:00:00;"USD";"AUD";1,682;1,683;10/12/2001 00:00:00
2109;10/12/2001 00:00:00;"USD";"BRL";1,793;1,795;10/12/2001 00:00:00
2110;10/12/2001 00:00:00;"USD";"CAD";1,477;1,478;10/12/2001 00:00:00
2111;10/12/2001 00:00:00;"USD";"CNY";8,279;8,28;10/12/2001 00:00:00
2112;10/12/2001 00:00:00;"USD";"DEM";2,084;2,085;10/12/2001 00:00:00
2113;10/12/2001 00:00:00;"USD";"EUR";1,066;1,066;10/12/2001 00:00:00
2114;10/12/2001 00:00:00;"USD";"FRF";6,991;6,992;10/12/2001 00:00:00
2115;10/12/2001 00:00:00;"USD";"GBP";0,634;0,634;10/12/2001 00:00:00
2116;10/12/2001 00:00:00;"USD";"JPY";105,823;105,84;10/12/2001 00:00:00
2117;10/12/2001 00:00:00;"USD";"MXN";9,442;9,444;10/12/2001 00:00:00
2118;10/12/2001 00:00:00;"USD";"SAR";3,751;3,757;10/12/2001 00:00:00
2119;10/12/2001 00:00:00;"USD";"VEB";673,5;673,56;10/12/2001 00:00:00
2120;11/12/2001 00:00:00;"USD";"ARS";1,0;0,999;11/12/2001 00:00:00
2121;11/12/2001 00:00:00;"USD";"AUD";1,684;1,684;11/12/2001 00:00:00
2122;11/12/2001 00:00:00;"USD";"BRL";1,789;1,784;11/12/2001 00:00:00
2123;11/12/2001 00:00:00;"USD";"CAD";1,469;1,461;11/12/2001 00:00:00
2124;11/12/2001 00:00:00;"USD";"CNY";8,28;8,279;11/12/2001 00:00:00
2125;11/12/2001 00:00:00;"USD";"DEM";2,124;2,123;11/12/2001 00:00:00
2126;11/12/2001 00:00:00;"USD";"EUR";1,086;1,085;11/12/2001 00:00:00
2127;11/12/2001 00:00:00;"USD";"FRF";7,124;7,124;11/12/2001 00:00:00
2128;11/12/2001 00:00:00;"USD";"GBP";0,633;0,632;11/12/2001 00:00:00
2129;11/12/2001 00:00:00;"USD";"JPY";105,954;105,936;11/12/2001 00:00:00
2130;11/12/2001 00:00:00;"USD";"MXN";9,407;9,406;11/12/2001 00:00:00
2131;11/12/2001 00:00:00;"USD";"SAR";3,751;3,746;11/12/2001 00:00:00
2132;11/12/2001 00:00:00;"USD";"VEB";674,3;674,21;11/12/2001 00:00:00
2133;12/12/2001 00:00:00;"USD";"ARS";1,0;1,0;12/12/2001 00:00:00
2134;12/12/2001 00:00:00;"USD";"AUD";1,702;1,703;12/12/2001 00:00:00
2135;12/12/2001 00:00:00;"USD";"BRL";1,804;1,807;12/12/2001 00:00:00
2136;12/12/2001 00:00:00;"USD";"CAD";1,476;1,478;12/12/2001 00:00:00
2137;12/12/2001 00:00:00;"USD";"CNY";8,28;8,281;12/12/2001 00:00:00
2138;12/12/2001 00:00:00;"USD";"DEM";2,118;2,118;12/12/2001 00:00:00
2139;12/12/2001 00:00:00;"USD";"EUR";1,083;1,083;12/12/2001 00:00:00
2140;12/12/2001 00:00:00;"USD";"FRF";7,103;7,103;12/12/2001 00:00:00
2141;12/12/2001 00:00:00;"USD";"GBP";0,635;0,635;12/12/2001 00:00:00
2142;12/12/2001 00:00:00;"USD";"JPY";106,322;106,374;12/12/2001 00:00:00
2143;12/12/2001 00:00:00;"USD";"MXN";9,42;9,424;12/12/2001 00:00:00
2144;12/12/2001 00:00:00;"USD";"SAR";3,751;3,756;12/12/2001 00:00:00
2145;12/12/2001 00:00:00;"USD";"VEB";675,0;675,08;12/12/2001 00:00:00
2146;13/12/2001 00:00:00;"USD";"ARS";1,0;0,999;13/12/2001 00:00:00
2147;13/12/2001 00:00:00;"USD";"AUD";1,7;1,7;13/12/2001 00:00:00
2148;13/12/2001 00:00:00;"USD";"BRL";1,807;1,798;13/12/2001 00:00:00
2149;13/12/2001 00:00:00;"USD";"CAD";1,477;1,469;13/12/2001 00:00:00
2150;13/12/2001 00:00:00;"USD";"CNY";8,281;8,28;13/12/2001 00:00:00
2151;13/12/2001 00:00:00;"USD";"DEM";2,151;2,15;13/12/2001 00:00:00
2152;13/12/2001 00:00:00;"USD";"EUR";1,1;1,099;13/12/2001 00:00:00
2153;13/12/2001 00:00:00;"USD";"FRF";7,214;7,213;13/12/2001 00:00:00
2154;13/12/2001 00:00:00;"USD";"GBP";0,636;0,635;13/12/2001 00:00:00
2155;13/12/2001 00:00:00;"USD";"JPY";106,417;106,374;13/12/2001 00:00:00
2156;13/12/2001 00:00:00;"USD";"MXN";9,433;9,428;13/12/2001 00:00:00
2157;13/12/2001 00:00:00;"USD";"SAR";3,751;3,748;13/12/2001 00:00:00
2158;13/12/2001 00:00:00;"USD";"VEB";675,75;675,68;13/12/2001 00:00:00
2159;14/12/2001 00:00:00;"USD";"ARS";0,999;1,0;14/12/2001 00:00:00
2160;14/12/2001 00:00:00;"USD";"AUD";1,715;1,715;14/12/2001 00:00:00
2161;14/12/2001 00:00:00;"USD";"BRL";1,806;1,81;14/12/2001 00:00:00
2162;14/12/2001 00:00:00;"USD";"CAD";1,481;1,491;14/12/2001 00:00:00
2163;14/12/2001 00:00:00;"USD";"CNY";8,281;8,281;14/12/2001 00:00:00
2164;14/12/2001 00:00:00;"USD";"DEM";2,147;2,147;14/12/2001 00:00:00
2165;14/12/2001 00:00:00;"USD";"EUR";1,097;1,098;14/12/2001 00:00:00
2166;14/12/2001 00:00:00;"USD";"FRF";7,199;7,2;14/12/2001 00:00:00
2167;14/12/2001 00:00:00;"USD";"GBP";0,644;0,645;14/12/2001 00:00:00
2168;14/12/2001 00:00:00;"USD";"JPY";108,179;108,232;14/12/2001 00:00:00
2169;14/12/2001 00:00:00;"USD";"MXN";9,397;9,405;14/12/2001 00:00:00
2170;14/12/2001 00:00:00;"USD";"SAR";3,751;3,758;14/12/2001 00:00:00
2171;14/12/2001 00:00:00;"USD";"VEB";675,76;675,8;14/12/2001 00:00:00
2172;15/12/2001 00:00:00;"USD";"ARS";0,999;0,999;15/12/2001 00:00:00
2173;15/12/2001 00:00:00;"USD";"AUD";1,715;1,714;15/12/2001 00:00:00
2174;15/12/2001 00:00:00;"USD";"BRL";1,807;1,806;15/12/2001 00:00:00
2175;15/12/2001 00:00:00;"USD";"CAD";1,481;1,477;15/12/2001 00:00:00
2176;15/12/2001 00:00:00;"USD";"CNY";8,28;8,28;15/12/2001 00:00:00
2177;15/12/2001 00:00:00;"USD";"DEM";2,145;2,145;15/12/2001 00:00:00
2178;15/12/2001 00:00:00;"USD";"EUR";1,097;1,096;15/12/2001 00:00:00
2179;15/12/2001 00:00:00;"USD";"FRF";7,195;7,195;15/12/2001 00:00:00
2180;15/12/2001 00:00:00;"USD";"GBP";0,644;0,644;15/12/2001 00:00:00
2181;15/12/2001 00:00:00;"USD";"JPY";108,2;108,164;15/12/2001 00:00:00
2182;15/12/2001 00:00:00;"USD";"MXN";9,397;9,391;15/12/2001 00:00:00
2183;15/12/2001 00:00:00;"USD";"SAR";3,751;3,743;15/12/2001 00:00:00
2184;15/12/2001 00:00:00;"USD";"VEB";675,76;675,68;15/12/2001 00:00:00
2185;16/12/2001 00:00:00;"USD";"ARS";0,999;1,0;16/12/2001 00:00:00
2186;16/12/2001 00:00:00;"USD";"AUD";1,71;1,71;16/12/2001 00:00:00
2187;16/12/2001 00:00:00;"USD";"BRL";1,807;1,814;16/12/2001 00:00:00
2188;16/12/2001 00:00:00;"USD";"CAD";1,48;1,49;16/12/2001 00:00:00
2189;16/12/2001 00:00:00;"USD";"CNY";8,281;8,281;16/12/2001 00:00:00
2190;16/12/2001 00:00:00;"USD";"DEM";2,146;2,147;16/12/2001 00:00:00
2191;16/12/2001 00:00:00;"USD";"EUR";1,097;1,098;16/12/2001 00:00:00
2192;16/12/2001 00:00:00;"USD";"FRF";7,199;7,2;16/12/2001 00:00:00
2193;16/12/2001 00:00:00;"USD";"GBP";0,644;0,645;16/12/2001 00:00:00
2194;16/12/2001 00:00:00;"USD";"JPY";107,926;107,986;16/12/2001 00:00:00
2195;16/12/2001 00:00:00;"USD";"MXN";9,397;9,406;16/12/2001 00:00:00
2196;16/12/2001 00:00:00;"USD";"SAR";3,751;3,752;16/12/2001 00:00:00
2197;16/12/2001 00:00:00;"USD";"VEB";675,76;675,79;16/12/2001 00:00:00
2198;17/12/2001 00:00:00;"USD";"ARS";0,999;0,999;17/12/2001 00:00:00
