"DatabaseLogID";"PostTime";"DatabaseUser";"Event";"Schema";"Object";"TSQL";"XmlEvent"
208;14/10/2005 01:59:20;"dbo";"CREATE_INDEX";"Purchasing";"IX_PurchaseOrderDetail_ProductID";"CREATE INDEX [IX_PurchaseOrderDetail_ProductID] ON [Purchasing].[PurchaseOrderDetail]([ProductID]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:20.287</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Purchasing</SchemaName><ObjectName>IX_PurchaseOrderDetail_ProductID</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>PurchaseOrderDetail</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE INDEX [IX_PurchaseOrderDetail_ProductID] ON [Purchasing].[PurchaseOrderDetail]([ProductID]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
209;14/10/2005 01:59:20;"dbo";"CREATE_INDEX";"Purchasing";"IX_PurchaseOrderHeader_VendorID";"CREATE INDEX [IX_PurchaseOrderHeader_VendorID] ON [Purchasing].[PurchaseOrderHeader]([VendorID]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:20.383</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Purchasing</SchemaName><ObjectName>IX_PurchaseOrderHeader_VendorID</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>PurchaseOrderHeader</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE INDEX [IX_PurchaseOrderHeader_VendorID] ON [Purchasing].[PurchaseOrderHeader]([VendorID]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
210;14/10/2005 01:59:20;"dbo";"CREATE_INDEX";"Purchasing";"IX_PurchaseOrderHeader_EmployeeID";"CREATE INDEX [IX_PurchaseOrderHeader_EmployeeID] ON [Purchasing].[PurchaseOrderHeader]([EmployeeID]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:20.397</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Purchasing</SchemaName><ObjectName>IX_PurchaseOrderHeader_EmployeeID</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>PurchaseOrderHeader</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE INDEX [IX_PurchaseOrderHeader_EmployeeID] ON [Purchasing].[PurchaseOrderHeader]([EmployeeID]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
211;14/10/2005 01:59:21;"dbo";"CREATE_INDEX";"Sales";"AK_SalesOrderDetail_rowguid";"CREATE UNIQUE INDEX [AK_SalesOrderDetail_rowguid] ON [Sales].[SalesOrderDetail]([rowguid]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:21.303</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>AK_SalesOrderDetail_rowguid</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>SalesOrderDetail</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_SalesOrderDetail_rowguid] ON [Sales].[SalesOrderDetail]([rowguid]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
212;14/10/2005 01:59:21;"dbo";"CREATE_INDEX";"Sales";"IX_SalesOrderDetail_ProductID";"CREATE INDEX [IX_SalesOrderDetail_ProductID] ON [Sales].[SalesOrderDetail]([ProductID]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:21.913</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>IX_SalesOrderDetail_ProductID</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>SalesOrderDetail</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE INDEX [IX_SalesOrderDetail_ProductID] ON [Sales].[SalesOrderDetail]([ProductID]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
213;14/10/2005 01:59:22;"dbo";"CREATE_INDEX";"Sales";"AK_SalesOrderHeader_rowguid";"CREATE UNIQUE INDEX [AK_SalesOrderHeader_rowguid] ON [Sales].[SalesOrderHeader]([rowguid]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:22.117</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>AK_SalesOrderHeader_rowguid</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>SalesOrderHeader</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_SalesOrderHeader_rowguid] ON [Sales].[SalesOrderHeader]([rowguid]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
214;14/10/2005 01:59:22;"dbo";"CREATE_STATISTICS";"Sales";"_WA_Sys_00000008_2B0A656D";"--ENCRYPTED--";"<EVENT_INSTANCE><EventType>CREATE_STATISTICS</EventType><PostTime>2005-10-14T01:59:22.287</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>_WA_Sys_00000008_2B0A656D</ObjectName><ObjectType>STATISTICS</ObjectType><TargetObjectName>SalesOrderHeader</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""TRUE""/><CommandText>--ENCRYPTED--</CommandText></TSQLCommand></EVENT_INSTANCE>"
215;14/10/2005 01:59:22;"dbo";"CREATE_INDEX";"Sales";"AK_SalesOrderHeader_SalesOrderNumber";"CREATE UNIQUE INDEX [AK_SalesOrderHeader_SalesOrderNumber] ON [Sales].[SalesOrderHeader]([SalesOrderNumber]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:22.490</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>AK_SalesOrderHeader_SalesOrderNumber</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>SalesOrderHeader</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_SalesOrderHeader_SalesOrderNumber] ON [Sales].[SalesOrderHeader]([SalesOrderNumber]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
216;14/10/2005 01:59:22;"dbo";"CREATE_INDEX";"Sales";"IX_SalesOrderHeader_CustomerID";"CREATE INDEX [IX_SalesOrderHeader_CustomerID] ON [Sales].[SalesOrderHeader]([CustomerID]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:22.570</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>IX_SalesOrderHeader_CustomerID</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>SalesOrderHeader</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE INDEX [IX_SalesOrderHeader_CustomerID] ON [Sales].[SalesOrderHeader]([CustomerID]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
217;14/10/2005 01:59:22;"dbo";"CREATE_INDEX";"Sales";"IX_SalesOrderHeader_SalesPersonID";"CREATE INDEX [IX_SalesOrderHeader_SalesPersonID] ON [Sales].[SalesOrderHeader]([SalesPersonID]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:22.633</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>IX_SalesOrderHeader_SalesPersonID</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>SalesOrderHeader</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE INDEX [IX_SalesOrderHeader_SalesPersonID] ON [Sales].[SalesOrderHeader]([SalesPersonID]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
218;14/10/2005 01:59:22;"dbo";"CREATE_INDEX";"Sales";"AK_SalesPerson_rowguid";"CREATE UNIQUE INDEX [AK_SalesPerson_rowguid] ON [Sales].[SalesPerson]([rowguid]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:22.663</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>AK_SalesPerson_rowguid</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>SalesPerson</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_SalesPerson_rowguid] ON [Sales].[SalesPerson]([rowguid]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
219;14/10/2005 01:59:22;"dbo";"CREATE_INDEX";"Sales";"AK_SalesPersonQuotaHistory_rowguid";"CREATE UNIQUE INDEX [AK_SalesPersonQuotaHistory_rowguid] ON [Sales].[SalesPersonQuotaHistory]([rowguid]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:22.773</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>AK_SalesPersonQuotaHistory_rowguid</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>SalesPersonQuotaHistory</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_SalesPersonQuotaHistory_rowguid] ON [Sales].[SalesPersonQuotaHistory]([rowguid]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
220;14/10/2005 01:59:22;"dbo";"CREATE_INDEX";"Sales";"AK_SalesTaxRate_StateProvinceID_TaxType";"CREATE UNIQUE INDEX [AK_SalesTaxRate_StateProvinceID_TaxType] ON [Sales].[SalesTaxRate]([StateProvinceID], [TaxType]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:22.883</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>AK_SalesTaxRate_StateProvinceID_TaxType</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>SalesTaxRate</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_SalesTaxRate_StateProvinceID_TaxType] ON [Sales].[SalesTaxRate]([StateProvinceID], [TaxType]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
221;14/10/2005 01:59:22;"dbo";"CREATE_INDEX";"Sales";"AK_SalesTaxRate_rowguid";"CREATE UNIQUE INDEX [AK_SalesTaxRate_rowguid] ON [Sales].[SalesTaxRate]([rowguid]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:22.883</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>AK_SalesTaxRate_rowguid</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>SalesTaxRate</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_SalesTaxRate_rowguid] ON [Sales].[SalesTaxRate]([rowguid]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
222;14/10/2005 01:59:22;"dbo";"CREATE_INDEX";"Sales";"AK_SalesTerritory_Name";"CREATE UNIQUE INDEX [AK_SalesTerritory_Name] ON [Sales].[SalesTerritory]([Name]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:22.990</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>AK_SalesTerritory_Name</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>SalesTerritory</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_SalesTerritory_Name] ON [Sales].[SalesTerritory]([Name]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
223;14/10/2005 01:59:22;"dbo";"CREATE_INDEX";"Sales";"AK_SalesTerritory_rowguid";"CREATE UNIQUE INDEX [AK_SalesTerritory_rowguid] ON [Sales].[SalesTerritory]([rowguid]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:22.990</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>AK_SalesTerritory_rowguid</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>SalesTerritory</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_SalesTerritory_rowguid] ON [Sales].[SalesTerritory]([rowguid]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
224;14/10/2005 01:59:23;"dbo";"CREATE_INDEX";"Sales";"AK_SalesTerritoryHistory_rowguid";"CREATE UNIQUE INDEX [AK_SalesTerritoryHistory_rowguid] ON [Sales].[SalesTerritoryHistory]([rowguid]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:23.100</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>AK_SalesTerritoryHistory_rowguid</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>SalesTerritoryHistory</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_SalesTerritoryHistory_rowguid] ON [Sales].[SalesTerritoryHistory]([rowguid]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
225;14/10/2005 01:59:23;"dbo";"CREATE_INDEX";"Production";"AK_ScrapReason_Name";"CREATE UNIQUE INDEX [AK_ScrapReason_Name] ON [Production].[ScrapReason]([Name]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:23.210</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Production</SchemaName><ObjectName>AK_ScrapReason_Name</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>ScrapReason</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_ScrapReason_Name] ON [Production].[ScrapReason]([Name]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
226;14/10/2005 01:59:23;"dbo";"CREATE_INDEX";"HumanResources";"AK_Shift_Name";"CREATE UNIQUE INDEX [AK_Shift_Name] ON [HumanResources].[Shift]([Name]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:23.320</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>HumanResources</SchemaName><ObjectName>AK_Shift_Name</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>Shift</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_Shift_Name] ON [HumanResources].[Shift]([Name]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
227;14/10/2005 01:59:23;"dbo";"CREATE_INDEX";"HumanResources";"AK_Shift_StartTime_EndTime";"CREATE UNIQUE INDEX [AK_Shift_StartTime_EndTime] ON [HumanResources].[Shift]([StartTime], [EndTime]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:23.320</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>HumanResources</SchemaName><ObjectName>AK_Shift_StartTime_EndTime</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>Shift</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_Shift_StartTime_EndTime] ON [HumanResources].[Shift]([StartTime], [EndTime]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
228;14/10/2005 01:59:23;"dbo";"CREATE_INDEX";"Purchasing";"AK_ShipMethod_Name";"CREATE UNIQUE INDEX [AK_ShipMethod_Name] ON [Purchasing].[ShipMethod]([Name]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:23.430</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Purchasing</SchemaName><ObjectName>AK_ShipMethod_Name</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>ShipMethod</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_ShipMethod_Name] ON [Purchasing].[ShipMethod]([Name]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
229;14/10/2005 01:59:23;"dbo";"CREATE_INDEX";"Purchasing";"AK_ShipMethod_rowguid";"CREATE UNIQUE INDEX [AK_ShipMethod_rowguid] ON [Purchasing].[ShipMethod]([rowguid]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:23.430</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Purchasing</SchemaName><ObjectName>AK_ShipMethod_rowguid</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>ShipMethod</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_ShipMethod_rowguid] ON [Purchasing].[ShipMethod]([rowguid]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
230;14/10/2005 01:59:23;"dbo";"CREATE_INDEX";"Sales";"IX_ShoppingCartItem_ShoppingCartID_ProductID";"CREATE INDEX [IX_ShoppingCartItem_ShoppingCartID_ProductID] ON [Sales].[ShoppingCartItem]([ShoppingCartID], [ProductID]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:23.537</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>IX_ShoppingCartItem_ShoppingCartID_ProductID</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>ShoppingCartItem</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE INDEX [IX_ShoppingCartItem_ShoppingCartID_ProductID] ON [Sales].[ShoppingCartItem]([ShoppingCartID], [ProductID]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
231;14/10/2005 01:59:23;"dbo";"CREATE_INDEX";"Sales";"AK_SpecialOffer_rowguid";"CREATE UNIQUE INDEX [AK_SpecialOffer_rowguid] ON [Sales].[SpecialOffer]([rowguid]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:23.647</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>AK_SpecialOffer_rowguid</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>SpecialOffer</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_SpecialOffer_rowguid] ON [Sales].[SpecialOffer]([rowguid]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
